0.,-15.241704773835135,-32386.881799565355,-32831.80345388493,-32597.969850042184,-32195.352915502317
0.0001,-15.209652914918564,-32367.28658156042,-32812.21740989535,-32578.37889985336,-32175.753968345653
0.0002,-15.176560142262367,-32333.128129861492,-32778.07497290363,-32544.227896875902,-32141.58899471218
0.00030000000000000003,-15.141725100830701,-32274.59391447622,-32719.56822209253,-32485.70645437286,-32083.04358286641
0.0004,-15.106384256936765,-32187.34805311207,-32632.363485001788,-32398.47972250357,-31995.780958644125
0.0005,-15.070801388639678,-32085.850925471335,-32530.91430325255,-32297.00489680362,-31894.264288388047
0.0006000000000000001,-15.034706180949524,-31951.648092945084,-32396.77526975988,-32162.83172922182,-31760.03545362567
0.0007,-14.998350695542726,-31799.49938355424,-32244.69932605866,-32010.716868683972,-31607.85709954942
0.0008,-14.961733894448411,-31629.333230290533,-32074.614940899075,-31840.588764866974,-31437.657644625164
0.0009000000000000001,-14.92470416129617,-31429.24058925758,-31874.61957244418,-31640.541351635155,-31237.525374857552
0.001,-14.88750729888788,-31216.8165187195,-31662.299374668826,-31428.16557829376,-31025.058994570736
0.0011,-14.849985913791949,-30980.212637208242,-31425.812530852858,-31191.61613018284,-30788.407468334088
0.0012000000000000001,-14.81221627144461,-30724.97099057599,-31170.698704885825,-30936.433918648752,-30533.113791719363
0.0013000000000000002,-14.774297043768094,-30458.49931454903,-30904.361346712383,-30670.02469145113,-30266.58744340999
0.0014,-14.736010213952442,-30164.762655831,-30610.776003208848,-30376.358376312997,-29972.789225578024
0.0015,-14.697595307508303,-29861.830995111428,-30308.001930826267,-30073.499970407564,-29669.79345823616
0.0016,-14.658966646827745,-29543.55473134054,-29989.893726627964,-29755.301820936802,-29351.448835459203
0.0017000000000000001,-14.62010007988761,-29209.1184759096,-29655.637889341735,-29420.94941201001,-29016.93925008973
0.0018000000000000002,-14.581117090584065,-28866.96962870838,-29313.67560843292,-29078.887261965152,-28674.71459132476
0.0019,-14.541874851742236,-28508.59196367216,-28955.49868566422,-28720.602862131072,-28316.25535144865
0.002,-14.502494849847698,-28142.522405272004,-28589.637842225675,-28354.630270212096,-27950.101019153422
0.0021000000000000003,-14.462976541042625,-27768.730587627273,-28216.062743711056,-27980.939134939406,-27576.221215929272
0.0022,-14.42323300581891,-27384.201087696747,-27831.763734694752,-27596.516692242454,-27191.59816850665
0.0023,-14.383397085827596,-26995.836338132576,-27443.635331993537,-27208.261709175356,-26803.137513805483
0.0024000000000000002,-14.343380460641143,-26600.573039464634,-27048.62005378543,-26813.113576366326,-26407.77361765058
0.0025,-14.303223632133232,-26201.466295118385,-26649.77092441994,-26414.12644412553,-26008.56241469689
0.0026000000000000003,-14.262982328887897,-25800.043813447835,-26248.611838582034,-26012.82625349489,-25607.033148032227
0.0027,-14.222531523852195,-25395.3794264619,-25844.226106650753,-25608.291211686595,-25202.255865701994
0.0028,-14.182007347713778,-24990.532342402115,-25439.663374337408,-25203.576106225475,-24797.293603644473
0.0029000000000000002,-14.141360718361014,-24585.38481081844,-25034.80970368691,-24798.564949070733,-24392.027083743684
0.003,-14.100577537588762,-24181.813559033828,-24631.543622856545,-24395.135303462714,-23988.332299566595
0.0031000000000000003,-14.059727556217519,-23779.32627574014,-24229.36717720909,-23992.79224817307,-23585.719212386746
0.0032,-14.01872892857658,-23380.764585768397,-23831.12958211704,-23594.38092257238,-23187.026429104575
0.0033,-13.97765159478975,-22985.511217221883,-23436.207842425363,-23199.28138643512,-22791.638941154422
0.0034000000000000002,-13.936495247303327,-22593.579097763093,-23044.614915236474,-22807.506580975558,-22399.56966437397
0.0035,-13.895211012898223,-22209.105019490522,-22660.49331090921,-22423.19597997375,-22014.953129118592
0.0036000000000000003,-13.853874616997096,-21828.241326748528,-22279.98780338309,-22042.498402730813,-21633.94469395597
0.0037,-13.812436506910414,-21455.02360504519,-21907.13971713957,-21669.45207360208,-21260.57764127682
0.0038,-13.770920351985326,-21089.025897900232,-21541.521238744488,-21303.630193275876,-20894.426778781683
0.0039000000000000003,-13.729357175804486,-20727.378179275085,-21180.25852873314,-20942.16097305843,-20532.623600658015
0.004,-13.687678976659397,-20378.41736109838,-20831.698161897813,-20593.38579493824,-20183.501134951966
0.0041,-13.645961162953595,-20034.546069433756,-20488.233178047947,-20249.702845124833,-19839.46586078939
0.004200000000000001,-13.604177238278504,-19699.17185846554,-20153.275051039007,-19914.521486054837,-19503.92376963707
0.0043,-13.5623210376842,-19374.437692684493,-19828.968759501084,-19589.985616439553,-19179.017005709997
0.0044,-13.520429739727224,-19055.08006398539,-19510.04492408177,-19270.829016589665,-18859.484411291844
0.0045000000000000005,-13.478461597251544,-18748.51604890876,-19203.92860542977,-18964.47244684432,-18552.73987390609
0.0046,-13.436453879189632,-18449.333544558798,-18905.201790403004,-18665.50108768456,-18253.37365473774
0.0047,-13.394406432484319,-18157.561098664017,-18613.89305764224,-18373.943501147973,-17961.414289168388
0.0048000000000000004,-13.352296747398539,-17878.71039582615,-18335.520199047925,-18095.31417395562,-17682.371034929947
0.0049,-13.310162303577489,-17605.358904436405,-18062.652643588954,-17822.18686976179,-17408.82456316375
0.005,-13.267980248341857,-17342.97453270756,-17800.764435930887,-17560.032331497787,-17146.240334014987
0.0051,-13.225763315574978,-17089.498206597975,-17547.794491118468,-17306.7905572973,-16892.560062348744
0.0052,-13.183525370330523,-16841.388662544912,-17300.197483879685,-17058.918407848916,-16644.2441097814
0.0053,-13.141238828693947,-16607.085743280684,-17066.423605702676,-16824.860488038616,-16409.728216390817
0.0054,-13.09893665975943,-16377.757003949151,-16837.630121788636,-16595.7796200716,-16180.184022609988
0.0055000000000000005,-13.05660841665994,-16156.730361773973,-16617.14910818399,-16375.005643179427,-15958.93778571852
0.0056,-13.014254020185765,-15945.162175748566,-16406.13905388857,-16163.695880744459,-15747.145026539549
0.0057,-12.971887338659862,-15738.24341698362,-16199.78469310516,-15957.038434558333,-15539.999200701677
