0.,-15.241704773835135,-32386.881799565355,-32386.881799565355,-32386.881799565355,-32386.881799565355
0.0001,-15.209652914918564,-32367.28658156042,-32367.28658156042,-32367.28658156042,-32367.28658156042
0.0002,-15.176560142262367,-32333.128129861492,-32333.128129861492,-32333.128129861492,-32333.128129861492
0.00030000000000000003,-15.141725100830701,-32274.59391447622,-32274.59391447622,-32274.59391447622,-32274.59391447622
0.0004,-15.106384256936765,-32187.34805311207,-32187.34805311207,-32187.34805311207,-32187.34805311207
0.0005,-15.070801388639678,-32085.850925471335,-32085.850925471335,-32085.850925471335,-32085.850925471335
0.0006000000000000001,-15.034706180949524,-31951.648092945084,-31951.648092945084,-31951.648092945084,-31951.648092945084
0.0007,-14.998350695542726,-31799.49938355424,-31799.49938355424,-31799.49938355424,-31799.49938355424
0.0008,-14.961733894448411,-31629.333230290533,-31629.333230290533,-31629.333230290533,-31629.333230290533
0.0009000000000000001,-14.92470416129617,-31429.24058925758,-31429.24058925758,-31429.24058925758,-31429.24058925758
0.001,-14.88750729888788,-31216.8165187195,-31216.8165187195,-31216.8165187195,-31216.8165187195
0.0011,-14.849985913791949,-30980.212637208242,-30980.212637208242,-30980.212637208242,-30980.212637208242
0.0012000000000000001,-14.81221627144461,-30724.97099057599,-30724.97099057599,-30724.97099057599,-30724.97099057599
0.0013000000000000002,-14.774297043768094,-30458.49931454903,-30458.49931454903,-30458.49931454903,-30458.49931454903
0.0014,-14.736010213952442,-30164.762655831,-30164.762655831,-30164.762655831,-30164.762655831
0.0015,-14.697595307508303,-29861.830995111428,-29861.830995111428,-29861.830995111428,-29861.830995111428
0.0016,-14.658966646827745,-29543.55473134054,-29543.55473134054,-29543.55473134054,-29543.55473134054
0.0017000000000000001,-14.62010007988761,-29209.1184759096,-29209.1184759096,-29209.1184759096,-29209.1184759096
0.0018000000000000002,-14.581117090584065,-28866.96962870838,-28866.96962870838,-28866.96962870838,-28866.96962870838
0.0019,-14.541874851742236,-28508.59196367216,-28508.59196367216,-28508.59196367216,-28508.59196367216
0.002,-14.502494849847698,-28142.522405272004,-28142.522405272004,-28142.522405272004,-28142.522405272004
0.0021000000000000003,-14.462976541042625,-27768.730587627273,-27768.730587627273,-27768.730587627273,-27768.730587627273
0.0022,-14.42323300581891,-27384.201087696747,-27384.201087696747,-27384.201087696747,-27384.201087696747
0.0023,-14.383397085827596,-26995.836338132576,-26995.836338132576,-26995.836338132576,-26995.836338132576
0.0024000000000000002,-14.343380460641143,-26600.573039464634,-26600.573039464634,-26600.573039464634,-26600.573039464634
0.0025,-14.303223632133232,-26201.466295118385,-26201.466295118385,-26201.466295118385,-26201.466295118385
0.0026000000000000003,-14.262982328887897,-25800.043813447835,-25800.043813447835,-25800.043813447835,-25800.043813447835
